"","congressionaldistrict","fips","czone","d2_turnout_2002_2010","d2_shnr_2002_2004","d2_shnr_2002_2006","d2_shnr_2002_2008","d2_shnr_2002_2010","d2_shnr_2002_2012","d2_shnr_2002_2014","d2_shnr_2002_2016","d2_shnr_distr_2002_2010","d2_shnr_solidd_2002_2010","d2_shnr_solidr_2002_2010","d2_shnr_competitive_2002_2010","d2_rwin_2002_2004","d2_rwin_2002_2006","d2_rwin_2002_2008","d2_rwin_2002_2010","d2_rwin_2002_2012","d2_rwin_2002_2014","d2_rwin_2002_2016","d2_cfavg_demlib_2002_2004","d2_cfavg_demlib_2002_2006","d2_cfavg_demlib_2002_2008","d2_cfavg_demlib_2002_2010","d2_cfavg_demlib_2002_2012","d2_cfavg_demlib_2002_2014","d2_cfavg_demlib_2002_2016","d2_cfavg_demmod_2002_2004","d2_cfavg_demmod_2002_2006","d2_cfavg_demmod_2002_2008","d2_cfavg_demmod_2002_2010","d2_cfavg_demmod_2002_2012","d2_cfavg_demmod_2002_2014","d2_cfavg_demmod_2002_2016","d2_cfavg_repmod_2002_2004","d2_cfavg_repmod_2002_2006","d2_cfavg_repmod_2002_2008","d2_cfavg_repmod_2002_2010","d2_cfavg_repmod_2002_2012","d2_cfavg_repmod_2002_2014","d2_cfavg_repmod_2002_2016","d2_cfavg_repcon_2002_2004","d2_cfavg_repcon_2002_2006","d2_cfavg_repcon_2002_2008","d2_cfavg_repcon_2002_2010","d2_cfavg_repcon_2002_2012","d2_cfavg_repcon_2002_2014","d2_cfavg_repcon_2002_2016","d2_nominate_demlib_2002_2010","d2_nominate_demmod_2002_2010","d2_nominate_repmod_2002_2010","d2_nominate_repcon_2002_2010","d2_teaparty_2002_2010","d_party_2002_2004","d_party_2004_2006","d_party_2006_2008","d_party_2008_2010","d_party_2010_2012","d_party_2012_2014","d_party_2014_2016","d_imp_usch_pd","d_imp_otch_lag_pd","reg_midatl","reg_encen","reg_wncen","reg_satl","reg_escen","reg_wscen","reg_mount","reg_pacif","l_shind_manuf_cbp","l_sh_routine33","l_task_outsource","shnr_pres2000","shnr_pres1996","l_sh_pop_f","l_sh_pop_edu_c","l_sh_fborn","l_sh_pop_age_1019","l_sh_pop_age_2029","l_sh_pop_age_3039","l_sh_pop_age_4049","l_sh_pop_age_5059","l_sh_pop_age_6069","l_sh_pop_age_7079","l_sh_pop_age_8000","l_sh_pop_white","l_sh_pop_black","l_sh_pop_asian","l_sh_pop_hispanic","sh_district_2002","majority_white","redistrict_2004","redistrict_2006","redistrict_2012","redistrict_2016","house20_r","house16_r","d2_shnr_2016_20","d2_shnr_2002_2020","rep_control","_merge"
"3387","VT 1",50005,20301,0.00482964515686035,-9.35032653808594,15.4409999847412,-39.1884727478027,2.86222696304321,-9.00539493560791,0.977107882499695,-39.1884727478027,-0.381612777709961,0,0,2.86222696304321,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31771785269176,1.37736610848589,0,0,0,0,0,0,0,0,0.237361013889313,29.359188079834,-0.434453934431076,0.535173177719116,0.422373861074448,0.506228566169739,0.450244963169098,0.0250824857503176,0.161840960383415,0.108208201825619,0.131977647542953,0.164568036794662,0.126927480101585,0.0761564895510674,0.0702646300196648,0.0378762371838093,0.974816501140594,0.00292909564450383,0.00373712205328047,0.00676722126081586,0.0481092743575573,1,0,0,0,0,35.0229835510254,0,0.350229829549789,-4.16548919677734,0,"matched (3)"
"3388","VT 1",50007,20200,-0.00148218870162964,-8.75786876678467,11.3140554428101,-32.3325653076172,-2.35134959220886,-10.6447334289551,-2.45464134216309,-32.3325653076172,-0.381612777709961,0,0,-2.35134959220886,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972181651173149,2.63369359095514,0,0,0,0,0,0,0,0,0.190540120005608,29.8003578186035,-0.0190296769142151,0.400022059679031,0.343800514936447,0.512543439865112,0.671055912971497,0.0591453984379768,0.150466322898865,0.160079419612885,0.16113692522049,0.166308477520943,0.109585113823414,0.0590089447796345,0.0419728308916092,0.0252300929278135,0.951388776302338,0.0090604554861784,0.0198811497539282,0.010650129057467,0.242915734648705,1,0,0,0,0,20.950798034668,0,0.209507986903191,-11.3817672729492,0,"matched (3)"
"3389","VT 1",50009,20301,0.0229994654655457,-4.61679697036743,21.3861026763916,-38.7945213317871,5.1294116973877,-6.47940921783447,6.60425138473511,-38.7945213317871,-0.381612777709961,0,0,5.1294116973877,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31771785269176,1.37736610848589,0,0,0,0,0,0,0,0,0.237361013889313,29.359188079834,-0.434453934431076,0.580756008625031,0.422382205724716,0.499767780303955,0.290145993232727,0.0546524226665497,0.153738975524902,0.0884037762880325,0.146152660250664,0.153738975524902,0.134695768356323,0.0941322222352028,0.0707539841532707,0.0328224189579487,0.96562933921814,0.00170304998755455,0.00263198628090322,0.00495432736352086,0.0104182921350002,1,0,0,0,0,45.2913360595703,0,0.452913373708725,6.4968147277832,0,"matched (3)"
"3390","VT 1",50011,20200,-0.0149767994880676,-8.0469217300415,25.9644508361816,-31.5904140472412,9.11664962768555,-5.03266429901123,4.82841444015503,-31.5904140472412,-0.381612777709961,0,0,9.11664962768555,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972181651173149,2.63369359095514,0,0,0,0,0,0,0,0,0.190540120005608,29.8003578186035,-0.0190296769142151,0.468760043382645,0.344373255968094,0.503864169120789,0.414515852928162,0.0371446833014488,0.15296034514904,0.106083624064922,0.167250141501427,0.164387777447701,0.112578988075256,0.0670013427734375,0.0521170496940613,0.0264658611267805,0.960587441921234,0.00303850974887609,0.00259814597666264,0.00594491045922041,0.0707949623465538,1,0,0,0,0,36.5274696350098,0,0.365274697542191,4.93705558776855,0,"matched (3)"
"3391","VT 1",50013,20200,-0.0401204228401184,-8.51442241668701,21.253044128418,-33.6935157775879,4.54525375366211,-7.31233644485474,1.09375715255737,-33.6935157775879,-0.381612777709961,0,0,4.54525375366211,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972181651173149,2.63369359095514,0,0,0,0,0,0,0,0,0.190540120005608,29.8003578186035,-0.0190296769142151,0.457925856113434,0.381217479705811,0.500362277030945,0.504170119762421,0.0421678014099598,0.144761621952057,0.083176352083683,0.149253726005554,0.185770183801651,0.142732933163643,0.0933198109269142,0.0581075213849545,0.0217359811067581,0.974061727523804,0.00144906539935619,0.00231850449927151,0.00420228950679302,0.0112485475838184,1,0,0,0,0,32.3257789611816,0,0.323257774114609,-1.36773681640625,0,"matched (3)"
"3392","VT 1",50015,20200,-0.0274774432182312,-7.02028131484985,16.0333862304688,-29.8902359008789,2.05662846565247,-7.56898069381714,2.18045115470886,-29.8902359008789,-0.381612777709961,0,0,2.05662846565247,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972181651173149,2.63369359095514,0,0,0,0,0,0,0,0,0.190540120005608,29.8003578186035,-0.0190296769142151,0.439782440662384,0.351222425699234,0.499763250350952,0.56403374671936,0.0382214970886707,0.146903112530708,0.135669097304344,0.147505700588226,0.164550423622131,0.124435067176819,0.0738604590296745,0.0496276840567589,0.0309904012829065,0.973098635673523,0.00327120907604694,0.0037446734495461,0.00774760032072663,0.0381267033517361,1,0,0,0,0,25.1156368255615,0,0.251156359910965,-4.77459907531738,0,"matched (3)"
"3393","VT 1",50017,20302,-0.00460630655288696,-5.45707654953003,14.2086420059204,-32.9883460998535,2.41416692733765,-6.69704675674438,0.937315821647644,-32.9883460998535,-0.381612777709961,0,0,2.41416692733765,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00632660269524,1.20345314270361,0,0,0,0,0,0,0,0,0.174799963831902,29.5645809173584,-0.476970225572586,0.506072461605072,0.398308157920837,0.502054810523987,0.466181397438049,0.017785020172596,0.16063204407692,0.0994473174214363,0.139835610985756,0.174838796257973,0.130836814641953,0.0801034495234489,0.0588818825781345,0.0309643596410751,0.980160117149353,0.00240912637673318,0.0035074045881629,0.00584567431360483,0.0455166213214397,1,0,0,0,0,30.677267074585,0,0.3067726790905,-2.31107902526855,0,"matched (3)"
"3394","VT 1",50019,20301,-0.0265502631664276,-5.40945243835449,23.3025665283203,-30.8947792053223,8.55557346343994,-3.14477968215942,7.03673362731934,-30.8947792053223,-0.381612777709961,0,0,8.55557346343994,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31771785269176,1.37736610848589,0,0,0,0,0,0,0,0,0.237361013889313,29.359188079834,-0.434453934431076,0.51453173160553,0.377390474081039,0.503634333610535,0.374873697757721,0.0550291128456593,0.150017127394676,0.100848652422428,0.136887773871422,0.161548122763634,0.130570456385612,0.0858164951205254,0.0685770809650421,0.0423183776438236,0.971648216247559,0.00369144114665687,0.00296837533824146,0.00723065808415413,0.042637825012207,1,0,0,0,0,38.2826881408691,0,0.382826864719391,7.38790893554688,0,"matched (3)"
"3395","VT 1",50021,20200,-0.0222691893577576,-7.22098064422607,7.38295316696167,-43.8166313171387,-2.96437454223633,-14.0591058731079,-4.25857925415039,-43.8166313171387,-0.381612777709961,0,0,-2.96437454223633,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972181651173149,2.63369359095514,0,0,0,0,0,0,0,0,0.190540120005608,29.8003578186035,-0.0190296769142151,0.491895914077759,0.428823322057724,0.513690829277039,0.484811365604401,0.0196687690913677,0.145804420113564,0.104716084897518,0.142223969101906,0.167760252952576,0.13154573738575,0.0827287063002586,0.0683280751109123,0.0420662462711334,0.981293380260468,0.00329652987420559,0.0038643532898277,0.00697160884737968,0.105485752224922,1,0,0,0,0,35.068717956543,0,0.350687175989151,-8.7479133605957,0,"matched (3)"
"3396","VT 1",50023,20302,-0.0219599604606628,-6.81876564025879,13.813850402832,-29.3945083618164,-0.203731656074524,-8.05105590820312,-0.946956872940063,-29.3945083618164,-0.381612777709961,0,0,-0.203731656074524,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00632660269524,1.20345314270361,0,0,0,0,0,0,0,0,0.174799963831902,29.5645809173584,-0.476970225572586,0.428269326686859,0.351986825466156,0.509950220584869,0.568693041801453,0.0364410132169724,0.145436689257622,0.113561570644379,0.147400885820389,0.174244910478592,0.13156670331955,0.0757594034075737,0.0558417625725269,0.0379055477678776,0.970485389232635,0.00472096353769302,0.00568583188578486,0.0126122087240219,0.096255399286747,1,0,0,0,0,22.6540699005127,0,0.226540699601173,-6.74043846130371,0,"matched (3)"
"3397","VT 1",50025,20700,-0.0292141437530518,-4.64481115341187,2.63394117355347,-30.3847141265869,-3.23029160499573,-10.1871223449707,-5.86572885513306,-30.3847141265869,-0.381612777709961,0,0,-3.23029160499573,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730998299817031,1.16379090876951,0,0,0,0,0,0,0,0,0.186188504099846,31.6073036193848,-0.342346966266632,0.393970787525177,0.335343062877655,0.512710332870483,0.545936703681946,0.0307128634303808,0.143794104456902,0.0963225960731506,0.142618060112,0.178668349981308,0.138682827353477,0.0808983147144318,0.0630767121911049,0.0391487255692482,0.967161238193512,0.00504342326894403,0.00787045434117317,0.0111498096957803,0.0732792243361473,1,0,0,0,0,21.5065383911133,0,0.215065374970436,-8.87817573547363,0,"matched (3)"
"3398","VT 1",50027,20302,-0.0080028772354126,-3.58991026878357,8.76041984558105,-30.2754077911377,-0.325882434844971,-4.6513614654541,2.71210670471191,-30.2754077911377,-0.381612777709961,0,0,-0.325882434844971,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00632660269524,1.20345314270361,0,0,0,0,0,0,0,0,0.174799963831902,29.5645809173584,-0.476970225572586,0.436231404542923,0.362907975912094,0.513253688812256,0.558422386646271,0.0297467689961195,0.140321850776672,0.089013896882534,0.136350974440575,0.175328299403191,0.141122996807098,0.0884391665458679,0.0738792717456818,0.0425128005445004,0.977167427539825,0.00332648307085037,0.00630464311689138,0.00815075449645519,0.0954186394810677,1,0,0,0,0,24.9373207092285,0,0.249373212456703,-5.33808708190918,0,"matched (3)"
"3399","VA 2",51001,19903,0.156541496515274,-44.6650505065918,-47.8801956176758,-50.9529457092285,-41.6830787658691,-41.6830787658691,-36.9328308105469,-36.9328308105469,-44.416130065918,0,0,-41.6830787658691,0,0,-100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0723441490998074,0.400997232407953,0,0,0,1,0,0,0,0,0.278653800487518,28.7380638122559,-0.697489321231842,0.555069267749786,0.489921420812607,0.514684796333313,0.338418185710907,0.0424226596951485,0.13679675757885,0.112805113196373,0.13115781545639,0.146664932370186,0.120558671653271,0.103563502430916,0.0757864490151405,0.0413261987268925,0.633755385875702,0.315598487854004,0.00224513770081103,0.0538310930132866,0.0605728775262833,1,0,0,1,1,52.1839752197266,62.6121406555176,-0.104281663894653,-47.3609962463379,1,"matched (3)"
"3400","VA 5",51003,17600,0.203347414731979,-4.22516441345215,-9.34514141082764,-17.860481262207,-12.4588069915771,-12.4588069915771,-9.66536998748779,-9.66536998748779,-11.5484294891357,0,0,-12.4588069915771,0,0,-100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,-100,100,0,0,0,1,1,0,0,0,0.827435805838245,1.38259057410418,0,0,0,1,0,0,0,0,0.145700663328171,29.4129257202148,-0.295052826404572,0.529436886310577,0.519642293453217,0.520394802093506,0.696361899375916,0.0726058855652809,0.134572669863701,0.121750213205814,0.154033526778221,0.169405326247215,0.121157050132751,0.0762279778718948,0.0582815892994404,0.031185319647193,0.851557374000549,0.0965470224618912,0.028623353689909,0.0256070476025343,0.119483567774296,1,0,0,1,1,31.4722175598145,42.0089988708496,-0.105367809534073,-20.2021522521973,0,"matched (3)"
"3401","VA 9",51005,17300,-0.130483493208885,1.65039300918579,-13.640588760376,-33.2100601196289,20.3602161407471,20.3602161407471,61.8007431030273,61.8007431030273,18.234992980957,0,0,20.3602161407471,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,100,0,0,0,1,0,0,0,0.752262189547011,1.2973225534672,0,0,0,1,0,0,0,0,0.260435342788696,29.5547695159912,-0.638623535633087,0.559114575386047,0.456594228744507,0.50100576877594,0.383071541786194,0.00866470672190189,0.129196971654892,0.0920625105500221,0.141110941767693,0.151168182492256,0.152870178222656,0.101500853896141,0.0737273693084717,0.0371344573795795,0.963484466075897,0.0245242156088352,0.00239826715551317,0.00363608240149915,0.0185557752847672,1,0,0,1,1,96.4653930664062,69.2777786254883,0.271876156330109,88.9883575439453,1,"matched (3)"
"3402","VA 6",51005,17300,-0.130483493208885,0,0,-31.1382465362549,0,0,41.4405288696289,41.4405288696289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.752262189547011,1.2973225534672,0,0,0,1,0,0,0,0,0.260435342788696,29.5547695159912,-0.638623535633087,0.559114575386047,0.456594228744507,0.50100576877594,0.383071541786194,0.00866470672190189,0.129196971654892,0.0920625105500221,0.141110941767693,0.151168182492256,0.152870178222656,0.101500853896141,0.0737273693084717,0.0371344573795795,0.963484466075897,0.0245242156088352,0.00239826715551317,0.00363608240149915,0.0144732762128115,1,0,0,1,1,96.4653930664062,69.2777786254883,0.271876156330109,68.6281433105469,1,"matched (3)"
"3403","VA 4",51007,2400,0.2639279961586,-26.7448539733887,0,-34.486083984375,-28.482120513916,-28.482120513916,-24.8112564086914,-24.8112564086914,-37.5323944091797,0,-28.482120513916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307484217532578,0.810304514141625,0,0,0,1,0,0,0,0,0.133108779788017,33.0428695678711,0.185432434082031,0.626909732818604,0.565972983837128,0.506842136383057,0.321222245693207,0.00701754400506616,0.143245607614517,0.103771932423115,0.148859649896622,0.158596485853195,0.131929829716682,0.089561402797699,0.0565789490938187,0.036754384636879,0.705701768398285,0.28052631020546,0.00166666670702398,0.007982456125319,0.0180341489613056,1,0,0,1,1,67.3824157714844,70.4072647094727,-0.0302485227584839,-27.8361053466797,1,"matched (3)"
"3404","VA 6",51009,2300,0.0791015625,0,0,-36.6925849914551,0,0,34.3098564147949,34.3098564147949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7926394358493,2.72842995663688,0,0,0,1,0,0,0,0,0.26947620511055,33.1907234191895,-0.173831582069397,0.580500245094299,0.511518180370331,0.523170471191406,0.371953219175339,0.0121652977541089,0.1490248888731,0.117765098810196,0.142910897731781,0.152818709611893,0.127359375357628,0.0926820114254951,0.0634915679693222,0.031824167817831,0.776697814464569,0.197874203324318,0.00354298623278737,0.00959428120404482,0.0485252365469933,1,0,0,1,1,69.5665054321289,70.228401184082,-0.0066189169883728,33.6479606628418,1,"matched (3)"
"3405","VA 5",51011,2300,0.244646042585373,5.08851432800293,1.07712745666504,-6.09838962554932,-3.96028161048889,-3.96028161048889,3.84973883628845,3.84973883628845,-11.5484294891357,0,0,-3.96028161048889,0,0,-100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,-100,100,0,0,0,1,1,0,0,0,2.7926394358493,2.72842995663688,0,0,0,1,0,0,0,0,0.26947620511055,33.1907234191895,-0.173831582069397,0.631530404090881,0.53969144821167,0.513243317604065,0.323957115411758,0.0137176215648651,0.139438167214394,0.104414448142052,0.13914629817009,0.148558914661407,0.13593578338623,0.099817581474781,0.0653046369552612,0.0359722711145878,0.759430885314941,0.229113459587097,0.00167821964714676,0.00474279467016459,0.0207094419747591,1,0,0,1,1,70.1548309326172,75.5370407104492,-0.0538221001625061,-1.53247094154358,1,"matched (3)"
"3406","VA 8",51013,11304,-0.00217786431312561,-0.566914677619934,-7.14446306228638,-6.96132469177246,-0.868162512779236,-0.868162512779236,-2.5202214717865,-2.5202214717865,-0.489333271980286,-0.868162512779236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24378147481309,0.275205493390584,0,0,0,1,0,0,0,0,0.0535876266658306,31.9244651794434,1.04549312591553,0.36227735877037,0.364181309938431,0.496218085289001,0.760889947414398,0.278132319450378,0.0806268602609634,0.222303152084351,0.211160555481911,0.148532882332802,0.112270586192608,0.0533219315111637,0.0412608943879604,0.0295059997588396,0.689358294010162,0.0934532582759857,0.0861796885728836,0.186156988143921,0.306077092885971,1,0,0,1,1,20.8285274505615,25.4458522796631,-0.0461732447147369,-7.13754653930664,0,"matched (3)"
"3407","VA 6",51015,17300,0.142701655626297,0,0,-26.0581970214844,0,0,25.2777042388916,25.2777042388916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.752262189547011,1.2973225534672,0,0,0,1,0,0,0,0,0.260435342788696,29.5547695159912,-0.638623535633087,0.727564752101898,0.692876636981964,0.497142434120178,0.379442662000656,0.0140973860397935,0.136584624648094,0.101699307560921,0.155193164944649,0.16959536075592,0.135959759354591,0.0879829302430153,0.0608092658221722,0.0289263129234314,0.950194299221039,0.0359673872590065,0.00281947734765708,0.00944905914366245,0.099499799311161,1,0,0,1,1,77.2138595581055,75.7345352172852,0.0147932171821594,26.7570285797119,1,"matched (3)"
"3408","VA 6",51017,17300,0.0978076159954071,0,0,-29.3861560821533,0,0,27.2306976318359,27.2306976318359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.752262189547011,1.2973225534672,0,0,0,1,0,0,0,0,0.260435342788696,29.5547695159912,-0.638623535633087,0.614651322364807,0.478840589523315,0.498415231704712,0.348717927932739,0.0427892245352268,0.123019017279148,0.092115692794323,0.152931854128838,0.146988913416862,0.147385105490685,0.123415216803551,0.0715134739875793,0.0380348637700081,0.922939777374268,0.0627971440553665,0.00376386684365571,0.0035657687112689,0.00792451668530703,1,0,0,1,1,77.9661026000977,76.6651763916016,0.013009250164032,28.531623840332,1,"matched (3)"
"3409","VA 5",51019,2300,-0.107244879007339,6.08037710189819,1.83826088905334,-7.82791376113892,-1.43442153930664,-1.43442153930664,4.02119731903076,4.02119731903076,-11.5484294891357,0,0,-1.43442153930664,0,0,-100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,-100,100,0,0,0,1,1,0,0,0,2.7926394358493,2.72842995663688,0,0,0,1,0,0,0,0,0.26947620511055,33.1907234191895,-0.173831582069397,0.678512573242188,0.605554938316345,0.50130033493042,0.473510473966599,0.0181875396519899,0.131735429167747,0.09295853972435,0.154262810945511,0.174951553344727,0.142336547374725,0.0930744931101799,0.0575607493519783,0.0265027917921543,0.921783626079559,0.0623975098133087,0.00432326784357429,0.00743734557181597,0.0555515438318253,1,0,0,1,1,74.5834503173828,77.7860412597656,-0.032025933265686,0.818606376647949,1,"matched (3)"
"3410","VA 6",51019,2300,-0.107244879007339,0,0,-23.1504440307617,0,0,20.3134765625,20.3134765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7926394358493,2.72842995663688,0,0,0,1,0,0,0,0,0.26947620511055,33.1907234191895,-0.173831582069397,0.678512573242188,0.605554938316345,0.50130033493042,0.473510473966599,0.0181875396519899,0.131735429167747,0.09295853972435,0.154262810945511,0.174951553344727,0.142336547374725,0.0930744931101799,0.0575607493519783,0.0265027917921543,0.921783626079559,0.0623975098133087,0.00432326784357429,0.00743734557181597,0.0361493937671185,1,0,0,1,1,74.5834503173828,77.7860412597656,-0.032025933265686,17.1108856201172,1,"matched (3)"
"3411","VA 9",51021,11201,-0.0266222655773163,12.2994661331177,2.20687103271484,-30.1868228912354,28.367748260498,28.367748260498,57.0830268859863,57.0830230712891,18.234992980957,0,0,28.367748260498,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,100,0,0,0,1,0,0,0,0.686503740996296,1.19296904451431,0,0,0,1,0,0,0,0,0.14509879052639,28.23171043396,-1.16719615459442,0.673944413661957,0.554150104522705,0.454664528369904,0.327720999717712,0.008150196634233,0.118614464998245,0.122107408940792,0.156745746731758,0.165478095412254,0.141318589448929,0.097947895526886,0.0663658827543259,0.034783873707056,0.948188006877899,0.0419152975082397,0.00116431375499815,0.00465725501999259,0.0108573734760284,1,0,0,1,1,98.1611480712891,79.8080215454102,0.183531284332275,75.436149597168,1,"matched (3)"
"3412","VA 6",51023,16600,0.191969335079193,0,0,-30.9907550811768,0,0,24.602180480957,24.602180480957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.939740977634441,1.61545725058095,0,0,0,1,0,0,0,0,0.221220433712006,33.5781173706055,-0.118225812911987,0.657128214836121,0.583267569541931,0.50068861246109,0.475001156330109,0.00947665236890316,0.135460391640663,0.0823386684060097,0.149954095482826,0.180777803063393,0.149232685565948,0.0951928123831749,0.0613195188343525,0.0263313222676516,0.949108064174652,0.0351849421858788,0.00472193071618676,0.00593520468100905,0.046437744051218,1,0,0,1,1,76.4416275024414,77.9736175537109,-0.0153198838233948,23.0701904296875,1,"matched (3)"
"3413","VA 5",51025,2200,-0.026386559009552,5.99817657470703,0.920936465263367,-7.62860774993896,-7.56529855728149,-7.56529855728149,-2.46073603630066,-2.46073603630066,-11.5484294891357,0,0,-7.56529855728149,0,0,-100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,-100,100,0,0,0,1,1,0,0,0,1.07551558837656,3.46070805235369,0,0,0,1,0,0,0,0,0.295091360807419,28.5279693603516,-0.914852619171143,0.430530339479446,0.374287247657776,0.469243705272675,0.32167175412178,0.00705792941153049,0.130517393350601,0.138552576303482,0.157989040017128,0.156197398900986,0.119333297014236,0.0912644565105438,0.0669960379600525,0.0350181870162487,0.419892489910126,0.568543374538422,0.00217167055234313,0.0125413974747062,0.0243048034608364,0,0,0,1,1,41.6963386535645,44.3003768920898,-0.0260404050350189,-5.06477451324463,0,"matched (3)"
"3414","VA 4",51025,2200,-0.026386559009552,-45.5445518493652,0,-53.3289375305176,-51.2596893310547,-51.2596969604492,-46.1551284790039,-46.1551246643066,-37.5323944091797,0,-51.2596893310547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07551558837656,3.46070805235369,0,0,0,1,0,0,0,0,0.295091360807419,28.5279693603516,-0.914852619171143,0.430530339479446,0.374287247657776,0.469243705272675,0.32167175412178,0.00705792941153049,0.130517393350601,0.138552576303482,0.157989040017128,0.156197398900986,0.119333297014236,0.0912644565105438,0.0669960379600525,0.0350181870162487,0.419892489910126,0.568543374538422,0.00217167055234313,0.0125413974747062,0.00537782488390803,0,0,0,1,1,41.6963386535645,44.3003768920898,-0.0260404050350189,-48.759162902832,0,"matched (3)"
