congressionaldistrict,cty_fips,czone,dhs2_tot_cont_2002_2010,dhs2_cont_tcile1_2002_2004,dhs2_cont_tcile1_2002_2006,dhs2_cont_tcile1_2002_2008,dhs2_cont_tcile1_2002_2010,dhs2_cont_tcile1_2002_2012,dhs2_cont_tcile1_2002_2014,dhs2_cont_tcile1_2002_2016,dhs2_cont_tcile2_2002_2004,dhs2_cont_tcile2_2002_2006,dhs2_cont_tcile2_2002_2008,dhs2_cont_tcile2_2002_2010,dhs2_cont_tcile2_2002_2012,dhs2_cont_tcile2_2002_2014,dhs2_cont_tcile2_2002_2016,dhs2_cont_tcile3_2002_2004,dhs2_cont_tcile3_2002_2006,dhs2_cont_tcile3_2002_2008,dhs2_cont_tcile3_2002_2010,dhs2_cont_tcile3_2002_2012,dhs2_cont_tcile3_2002_2014,dhs2_cont_tcile3_2002_2016,d2_turnout_2002_2010,d2_shnr_2002_2004,d2_shnr_2002_2006,d2_shnr_2002_2008,d2_shnr_2002_2010,d2_shnr_2002_2012,d2_shnr_2002_2014,d2_shnr_2002_2016,d2_shnr_distr_2002_2010,d2_shnr_solidd_2002_2010,d2_shnr_solidr_2002_2010,d2_shnr_competitive_2002_2010,d2_rwin_2002_2004,d2_rwin_2002_2006,d2_rwin_2002_2008,d2_rwin_2002_2010,d2_rwin_2002_2012,d2_rwin_2002_2014,d2_rwin_2002_2016,d2_cfavg_demlib_2002_2004,d2_cfavg_demlib_2002_2006,d2_cfavg_demlib_2002_2008,d2_cfavg_demlib_2002_2010,d2_cfavg_demlib_2002_2012,d2_cfavg_demlib_2002_2014,d2_cfavg_demlib_2002_2016,d2_cfavg_demmod_2002_2004,d2_cfavg_demmod_2002_2006,d2_cfavg_demmod_2002_2008,d2_cfavg_demmod_2002_2010,d2_cfavg_demmod_2002_2012,d2_cfavg_demmod_2002_2014,d2_cfavg_demmod_2002_2016,d2_cfavg_repmod_2002_2004,d2_cfavg_repmod_2002_2006,d2_cfavg_repmod_2002_2008,d2_cfavg_repmod_2002_2010,d2_cfavg_repmod_2002_2012,d2_cfavg_repmod_2002_2014,d2_cfavg_repmod_2002_2016,d2_cfavg_repcon_2002_2004,d2_cfavg_repcon_2002_2006,d2_cfavg_repcon_2002_2008,d2_cfavg_repcon_2002_2010,d2_cfavg_repcon_2002_2012,d2_cfavg_repcon_2002_2014,d2_cfavg_repcon_2002_2016,d2_nominate_demlib_2002_2010,d2_nominate_demmod_2002_2010,d2_nominate_repmod_2002_2010,d2_nominate_repcon_2002_2010,d2_teaparty_2002_2010,d_party_2002_2004,d_party_2004_2006,d_party_2006_2008,d_party_2008_2010,d_party_2010_2012,d_party_2012_2014,d_party_2014_2016,d_imp_usch_pd,d_imp_otch_lag_pd,reg_midatl,reg_encen,reg_wncen,reg_satl,reg_escen,reg_wscen,reg_mount,reg_pacif,l_shind_manuf_cbp,l_sh_routine33,l_task_outsource,shnr_pres2000,shnr_pres1996,l_sh_pop_f,l_sh_pop_edu_c,l_sh_fborn,l_sh_pop_age_1019,l_sh_pop_age_2029,l_sh_pop_age_3039,l_sh_pop_age_4049,l_sh_pop_age_5059,l_sh_pop_age_6069,l_sh_pop_age_7079,l_sh_pop_age_8000,l_sh_pop_white,l_sh_pop_black,l_sh_pop_asian,l_sh_pop_hispanic,sh_district_2002,majority_white,redistrict_2004,redistrict_2006,redistrict_2012,redistrict_2016
CA 3,6009,37400,147.7484,109.84377,133.00159,159.6729,193.35046,193.35046,193.36008,193.38382,30.284754,-3.8176656,-23.34787,66.940918,66.940918,78.823105,63.889004,171.70908,34.952667,5.7270584,120.5861,120.5861,133.68924,111.99921,.086454034,6.3010335,2.5981724,-4.7190309,-3.3759415,-3.3759415,36.592422,1.1933744,-10.761052,0,0,-3.3759415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,100,0,100,0,0,0,0,0,0,-100,100,0,0,0,0,0,0,0,0,.518089691157411,.6587219199842533,0,0,0,0,0,0,0,1,.10163796,32.010372,.20199046,.59906113,.55469739,.50382209,.57117903,.030058688,.14220546,.068230018,.10817675,.16651872,.1573211,.12704049,.08489915,.039133009,.91191989,.0074961782,.0085071754,.068180695,.066370986,1,0,0,1,0
CA 2,6011,37300,67.477318,68.914604,179.76173,153.18517,179.06567,179.06567,-200,-200,-14.915267,2.6782169,24.83238,65.44136,65.44136,25.901354,-12.404508,24.590364,26.715508,90.799797,48.201515,48.201523,52.439819,-200,.073640108,-1.2172639,-.14359355,-6.7594471,-5.171937,-5.171937,-8.5136528,-20.215071,-12.028956,0,-5.171937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,100,-100,-100,-100,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.2624078285071767,.3832293477159396,0,0,0,0,0,0,0,1,.12327771,27.751276,-.64662069,.67526525,.59731543,.4916507,.39864367,.27552649,.18527973,.12678154,.13491811,.14151244,.096415654,.065039352,.053233355,.029940438,.64294833,.0054775579,.01212508,.46543288,.027354712,1,0,0,1,0
CA 10,6013,37800,120.27303,-13.606316,-6.0437708,11.225662,151.32292,151.32292,146.48091,136.84341,-32.733597,-19.929848,30.74502,8.411212,8.411212,-24.059292,-74.349083,135.7869,6.3988514,149.80717,69.618454,69.6185,-200,-200,.11358309,32.405415,31.582027,30.706718,37.092426,37.092426,39.528721,35.374619,39.14901,37.092426,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.4980276166465359,.8133676187742696,0,0,0,0,0,0,0,1,.10515198,32.653992,.82083642,.38656515,.38677377,.51173884,.67102063,.19022445,.1424312,.11371646,.15930697,.16442809,.12280885,.067765512,.052404258,.030472716,.65501636,.093604028,.10960291,.1768267,.66694295,1,0,0,1,0
CA 7,6013,37800,102.5667,12.752131,82.018631,102.42399,99.105774,99.105774,108.23895,57.147968,.69276309,21.855267,92.541229,87.612465,87.61248,49.204742,-56.97472,12.571987,-79.300774,182.82707,174.78943,174.78943,167.64578,157.29868,.11358309,-3.1087711,-23.045757,-3.6896183,3.0017138,3.0017138,1.7070621,1.1052966,4.4629602,3.0017138,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.4980276166465359,.8133676187742696,0,0,0,0,0,0,0,1,.10515198,32.653992,.82083642,.38656515,.38677377,.51173884,.67102063,.19022445,.1424312,.11371646,.15930697,.16442809,.12280885,.067765512,.052404258,.030472716,.65501636,.093604028,.10960291,.1768267,.62355858,1,0,0,1,0
CA 11,6013,37800,155.85771,-70.651802,172.66666,157.3255,172.33377,172.33377,169.16753,164.97075,31.527746,124.86481,111.27622,80.177711,80.177711,36.298275,15.326706,22.510445,152.94846,96.206352,159.36993,159.36993,143.12019,142.52742,.11358309,.98112226,-10.827028,-12.346029,-6.6696434,-6.6696434,5.984488,1.103273,-10.897409,0,0,-6.6696434,0,-100,-100,-100,-100,-100,-100,0,0,100,100,100,100,100,0,100,0,0,0,-26.087559,-26.087559,0,-100,-100,-100,-100,-100,-100,0,0,0,0,0,0,0,0,100,-100,0,0,0,1,0,0,0,0,0,.4980276166465359,.8133676187742696,0,0,0,0,0,0,0,1,.10515198,32.653992,.82083642,.38656515,.38677377,.51173884,.67102063,.19022445,.1424312,.11371646,.15930697,.16442809,.12280885,.067765512,.052404258,.030472716,.65501636,.093604028,.10960291,.1768267,.20791236,1,0,0,1,0
CA 1,6015,36901,69.84536,13.850904,55.506741,74.584091,59.948372,59.948372,-200,-200,12.491408,56.778049,73.165855,86.399002,86.399002,-16.516108,-19.452351,12.415845,66.892769,48.179169,51.191269,51.191265,-200,-200,.11820871,-1.0264069,-.79480708,-5.1985116,6.9789052,6.9789052,1.4979839,.12124777,-.51074922,6.9789052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1077084698706186,.1160782654641697,0,0,0,0,0,0,0,1,.1324134,26.194181,-1.2479908,.59218663,.50127476,.44792235,.44173574,.057403568,.15207039,.12534991,.16537608,.16057731,.10957211,.074162938,.058894102,.031010289,.78863561,.043043587,.023157742,.13920093,.042737383,1,0,0,1,0
CA 4,6017,37400,31.387632,-63.779545,183.92046,190.41817,-18.012121,-18.012121,-14.582199,8.3794489,-19.06307,40.69685,49.793186,-69.250648,-69.250648,-4.1384125,-91.220291,21.236158,109.5047,179.66637,60.879124,60.879124,87.340012,42.780464,.083786488,-1.9206882,-14.631271,-17.152697,-1.4033318,-1.4033318,37.302063,-.70390105,-.92381835,0,0,-1.4033318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,.00090350525,0,0,.518089691157411,.6587219199842533,0,0,0,0,0,0,0,1,.10163796,32.010372,.20199046,.61591291,.58795506,.50119323,.66871679,.07154876,.15517694,.087255836,.13773601,.18870883,.13389081,.080288425,.058541641,.027664924,.89705628,.0052015688,.021292523,.093193173,.24304318,1,0,0,1,0
CA 19,6019,37200,132.58029,55.431705,175.09758,42.187939,161.87154,161.87154,98.075798,97.458046,22.550648,34.535751,1.1825129,96.496582,96.496582,94.240517,94.642563,50.4272,83.277908,31.774796,150.86087,150.86087,152.39313,148.45303,,.084209442,-12.844717,26.912762,-8.8588123,-8.8588123,.58076382,-4.2952061,-4.3956876,0,-8.8588123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-38.041317,-38.041317,0,100,100,100,100,38.041317,38.041317,0,0,0,0,0,0,0,0,0,.30847526,0,0,.4834711023817637,.5330226771492015,0,0,0,0,0,0,0,1,.14990981,27.206635,-.21721222,.55244827,.51132196,.49903363,.46429732,.21105269,.17699996,.14688638,.14372404,.1332888,.091341458,.057249937,.046350606,.026016785,.54295874,.052960508,.080512181,.43987104,.36244825,0,0,0,1,0
CA 18,6019,37200,-17.624924,-96.276894,-117.80964,-100.361,-118.42721,-118.42719,-85.520462,-75.874489,-98.712296,-84.487488,-87.712692,-13.397284,-13.397284,-31.346439,-22.632963,-154.77541,-113.43413,-139.93315,35.844524,35.844524,26.526707,15.222189,,-10.670477,-11.910952,-68.502991,-1.874423,-1.874423,1.492539,-2.5671482,-4.3122859,0,0,-1.874423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.23201919,0,0,.4834711023817637,.5330226771492015,0,0,0,0,0,0,0,1,.14990981,27.206635,-.21721222,.55244827,.51132196,.49903363,.46429732,.21105269,.17699996,.14688638,.14372404,.1332888,.091341458,.057249937,.046350606,.026016785,.54295874,.052960508,.080512181,.43987104,.0053669158,0,0,0,1,0
CA 20,6019,37200,111.01239,153.06503,71.163094,32.323723,145.48697,145.48697,155.57935,159.30795,51.860584,-50.329762,-29.641905,49.071198,49.071198,39.753719,43.837807,176.31647,-43.013702,-19.472664,151.00961,151.00961,152.42766,146.38966,,7.961762,-30.968582,-9.9436026,9.0221291,9.0221291,11.621019,8.7229252,13.310382,0,0,9.0221291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.067634493,.067634493,0,0,0,0,0,-.067636371,-.067636371,0,0,0,0,0,0,0,0,0,.42393452,0,0,.4834711023817637,.5330226771492015,0,0,0,0,0,0,0,1,.14990981,27.206635,-.21721222,.55244827,.51132196,.49903363,.46429732,.21105269,.17699996,.14688638,.14372404,.1332888,.091341458,.057249937,.046350606,.026016785,.54295874,.052960508,.080512181,.43987104,.44772711,0,0,0,1,0
CA 21,6019,37200,-2.6431103,-165.88162,-73.779388,-136.8864,-103.92797,-103.92797,-200,-200,-62.516487,-15.872383,.45081693,27.368719,27.368719,30.546984,27.010948,-48.618694,-4.1632457,-16.15757,-14.457947,-14.457947,-1.3607258,-19.994469,,-1.5201509,-4.9523888,-6.8785429,26.317013,26.317013,36.282021,31.059265,27.124399,0,26.317013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.593548,63.593548,0,0,0,0,0,-63.593548,-63.593548,0,0,0,0,0,0,0,0,0,.20292099,0,0,.4834711023817637,.5330226771492015,0,0,0,0,0,0,0,1,.14990981,27.206635,-.21721222,.55244827,.51132196,.49903363,.46429732,.21105269,.17699996,.14688638,.14372404,.1332888,.091341458,.057249937,.046350606,.026016785,.54295874,.052960508,.080512181,.43987104,.43606323,0,0,0,1,0
CA 2,6021,37300,67.477318,68.914604,179.76173,153.18517,179.06567,179.06567,-200,-200,-14.915267,2.6782169,24.83238,65.44136,65.44136,28.650103,-4.3652291,24.590364,26.715508,90.799797,48.201515,48.201523,42.308964,-200,.090459585,-1.8430829,-.036710501,-7.9751015,-12.186861,-12.186861,-5.907011,-9.245986,-12.028956,0,-12.186861,0,0,0,0,0,1.4901161e-06,1.4901161e-06,1.4901161e-06,0,0,0,0,0,0,-90.287552,0,0,0,0,0,0,90.287552,-100,-100,-100,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,.90287548,0,0,.2624078285071767,.3832293477159396,0,0,0,0,0,0,0,1,.12327771,27.751276,-.64662069,.69877112,.63959503,.49446189,.41667187,.17839186,.17574567,.11715117,.13745134,.13809398,.10286168,.07243035,.062110156,.033833593,.71780139,.005859449,.033757985,.29637471,.038930558,1,0,0,1,0
CA 1,6023,36700,69.84536,13.850904,55.506741,74.584091,59.948372,59.948372,-200,-200,12.491408,56.778049,73.165855,86.399002,86.399002,-16.516108,-19.452351,12.415845,66.892769,48.179169,51.191269,51.191265,-200,-200,.082341552,-3.9924979,-1.6998142,-7.1495681,.77969432,.77969432,-3.4840524,-6.845674,-.51074922,.77969432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.156386073176078,.2588450176745667,0,0,0,0,0,0,0,1,.15431023,28.9209,-.47314838,.48299953,.4457272,.50574625,.5919314,.045440175,.14892742,.15729778,.12748383,.16112332,.12380057,.070290394,.058631971,.033694811,.84714431,.0087813595,.016527293,.064891949,.20134945,1,0,0,1,0
CA 51,6025,38100,31.460709,-.42189705,109.9212,49.728111,43.097916,43.097916,-200,-200,35.355568,130.76083,47.586048,38.630165,38.630157,-200,-174.78456,-57.305519,-20.543068,-129.62762,.45939541,.45939541,-69.640465,-45.322247,.086152703,-5.0299554,-14.040759,-22.738514,-5.2420259,-5.2420259,-3.0209959,-5.5899324,-.4948169,-5.2420259,0,0,0,0,0,0,0,0,0,0,100,0,100,100,100,100,0,-100,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3164615313467518,.4289128502196142,0,0,0,0,0,0,0,1,.074966431,25.199646,-.85998583,.44706124,.39943495,.47787666,.37062368,.3215979,.17943117,.13915327,.15642627,.13994704,.085922405,.061941121,.050540525,.020370748,.49374476,.039505202,.019921185,.72222728,.22046635,0,0,0,1,0
CA 25,6027,37903,61.854355,-47.094398,95.970055,-64.107544,-19.436739,-19.436739,8.7396955,69.966888,-.74651992,24.359772,12.039715,59.473057,59.473057,44.786705,47.261627,25.953753,79.17569,42.838509,72.574524,72.574532,-200,-200,.1390245,-2.7538419,-1.8104553,-10.172009,-8.4257965,-8.4257965,-46.90752,-46.768421,-5.7904124,0,-8.4257965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,0,0,100,100,100,100,100,0,0,-100,-100,0,0,-100,100,0,0,0,0,0,0,0,0,.0390072292281438,.0814060320519232,0,0,0,0,0,0,0,1,.028805977,27.549925,-1.0952814,.63996178,.60139209,.51178598,.51026583,.07617721,.14466426,.073390916,.11596545,.17157982,.13457787,.098913349,.090777375,.050599054,.80061299,.0016160491,.0090833101,.12577319,.031305589,1,0,0,1,0
CA 22,6029,37100,72.57074,14.517142,-22.453156,-105.34299,15.126516,15.126528,129.1432,157.77055,13.193236,-.82107782,-87.572556,28.529406,28.529406,14.477568,70.997375,103.83604,127.27785,75.687973,135.22009,135.22009,168.68155,187.73512,-.048838884,21.903944,-3.4937859,21.903944,21.903944,21.903944,.15668869,-4.6571789,24.449867,0,21.903944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,-90.01075,-90.01075,0,100,100,0,0,90.01075,90.01075,0,0,-100,100,0,0,0,0,0,0,0,0,.154009891643931,.2831063408306989,0,0,0,0,0,0,0,1,.093565352,25.557894,-.37331298,.62641901,.59526181,.48706329,.43095183,.16919042,.17345858,.13996629,.15157373,.14080511,.091400981,.058936439,.044316817,.022156896,.61601162,.060150079,.033655509,.38394606,.68487757,1,0,0,1,0
CA 20,6029,37100,111.01239,153.06503,71.163094,32.323723,145.48697,145.48697,165.3734,171.42632,51.860584,-50.329762,-29.641905,49.071198,49.071198,57.377487,55.401535,176.31647,-43.013702,-19.472664,151.00961,151.00961,163.91504,161.74295,-.048838884,19.06558,-25.618195,-3.1891851,12.877813,12.877813,10.338709,8.4371719,13.310382,0,0,12.877813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.8347688,-4.8347688,0,0,0,0,0,4.8347712,4.8347712,0,0,0,0,0,0,0,0,0,1,0,0,.154009891643931,.2831063408306989,0,0,0,0,0,0,0,1,.093565352,25.557894,-.37331298,.62641901,.59526181,.48706329,.43095183,.16919042,.17345858,.13996629,.15157373,.14080511,.091400981,.058936439,.044316817,.022156896,.61601162,.060150079,.033655509,.38394606,.33134595,1,0,0,1,0
CA 20,6031,37200,111.01239,153.06503,71.163094,32.323723,145.48697,145.48697,165.95248,172.00311,51.860584,-50.329762,-29.641905,49.071198,49.071198,58.451714,52.856613,176.31647,-43.013702,-19.472664,151.00961,151.00961,162.98643,154.58089,.067398638,9.9308071,-50.627876,-14.216158,19.185036,19.185036,20.433409,20.203066,13.310382,0,0,19.185036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.4834711023817637,.5330226771492015,0,0,0,0,0,0,0,1,.14990981,27.206635,-.21721222,.59729254,.52360654,.42583483,.39913094,.16033401,.15625556,.1754428,.1817304,.1406215,.080085896,.048925932,.033739891,.01821398,.5367794,.083013415,.030742848,.43612361,.22092694,0,0,0,1,0
CA 1,6033,37700,69.84536,13.850904,55.506741,74.584091,59.948372,59.948372,7.903398,-89.704582,12.491408,56.778049,73.165855,86.399002,86.399002,23.953772,4.0274048,12.415845,66.892769,48.179169,51.191269,51.191265,40.450485,-200,.13277116,-3.3595562,-3.1198053,-8.530405,2.5620937,2.5620937,-13.035824,1.8921077,-.51074922,2.5620937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52.662724,0,0,0,0,0,0,52.662724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.9355292547451257,1.180278149382232,0,0,0,0,0,0,0,1,.16885532,30.317905,-.053227842,.44801205,.41688529,.50614828,.47471571,.06554734,.14090449,.080399252,.11696307,.15522476,.13665129,.10763347,.093381807,.04810578,.86245692,.021145964,.0082663056,.11385892,.091747172,1,0,0,1,0
CA 4,6035,36501,31.387632,-63.779545,183.92046,190.41817,-18.012121,-18.012121,42.800102,-200,-19.06307,40.69685,49.793186,-69.250648,-69.250648,-156.32466,-168.86647,21.236158,109.5047,179.66637,60.879124,60.879124,-7.377737,-6.640801,.11332357,1.6484976,-8.1573305,-9.6030121,4.6675863,4.6675863,12.226319,11.110419,-.92381835,0,0,4.6675863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,.5424500968523873,.3710857657910651,0,0,0,0,0,0,0,1,.15618776,24.913441,-1.2454039,.70362967,.61020881,.37208819,.4876976,.023323873,.13400142,.16935675,.19395176,.166105,.1050609,.057023767,.042863898,.020811163,.80808794,.088447437,.0073607662,.13837649,.055631422,1,0,0,1,0
CA 27,6037,38300,62.235855,-35.631245,-6.4812942,5.1917968,43.089752,43.089741,-200,-200,50.678551,112.60206,33.350903,49.766701,49.766712,-200,-200,-17.412743,102.90228,67.55484,176.77455,176.77454,-200,-200,.075791627,-3.2133074,-6.8073511,-11.433411,-3.1878054,-3.1878059,22.53657,14.436383,-3.1878054,-3.1878054,0,0,0,0,0,0,0,0,0,-100,-100,-100,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,-2.4205041,0,0,0,0,0,0,2.4205041,0,100,-100,0,0,0,0,0,0,0,.024205029,0,0,.9906485278676075,1.274712325727873,0,0,0,0,0,0,0,1,.16617981,34.167992,.47524124,.33761218,.34285715,.50583696,.51064706,.36236176,.14781679,.15556417,.16733465,.14199916,.095971487,.05934646,.045465767,.024759389,.48712021,.097796403,.1194936,.44564161,1,0,0,0,1,0
CA 28,6037,38300,59.829193,-44.929482,-1.9123769,17.049446,52.843105,52.843105,-71.858253,-20.787241,-30.152651,-8.8585558,38.634403,75.670486,75.670486,-200,-125.30264,17.540703,4.2888389,33.262783,95.628616,95.628632,-200,-200,.075791627,.23269057,-3.962615,-24.490005,-.11159331,-.11159377,26.199076,9.5840416,-.11159331,-.11159331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.16580336,.16580336,0,0,0,0,0,-.16580224,-.16580224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.9906485278676075,1.274712325727873,0,0,0,0,0,0,0,1,.16617981,34.167992,.47524124,.33761218,.34285715,.50583696,.51064706,.36236176,.14781679,.15556417,.16733465,.14199916,.095971487,.05934646,.045465767,.024759389,.48712021,.097796403,.1194936,.44564161,1,0,0,0,1,0
CA 36,6037,38300,5.5284152,-22.695034,18.096954,-87.191483,17.876909,17.876909,124.15865,-3.350554,-49.248829,-52.878117,-66.950272,-33.889954,-33.889954,31.372583,-200,-33.415199,-72.478065,-136.68402,42.141281,42.141312,-200,-200,.075791627,-1.262337,-2.8266578,-4.975471,.48339367,.48339292,29.639149,22.752222,.48339367,.48339367,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,56.186356,56.186356,0,0,100,0,0,-56.186356,-56.186356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.9906485278676075,1.274712325727873,0,0,0,0,0,0,0,1,.16617981,34.167992,.47524124,.33761218,.34285715,.50583696,.51064706,.36236176,.14781679,.15556417,.16733465,.14199916,.095971487,.05934646,.045465767,.024759389,.48712021,.097796403,.1194936,.44564161,1,0,0,0,1,0
CA 35,6037,38300,22.993401,9.1602621,86.636749,69.08535,41.339005,41.339005,-23.060467,-59.730267,25.631622,68.845963,78.696472,15.183881,15.183893,86.443588,-150.40895,-173.16283,-171.67625,-119.965,-153.48302,-153.48302,118.27428,-62.258003,.075791627,-4.2187634,-19.994474,-6.1794338,.67056417,.67056489,24.504698,18.782564,.67056417,.67056417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.80302954,-.80302954,0,0,0,0,0,.80302954,.80302954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.9906485278676075,1.274712325727873,0,0,0,0,0,0,0,1,.16617981,34.167992,.47524124,.33761218,.34285715,.50583696,.51064706,.36236176,.14781679,.15556417,.16733465,.14199916,.095971487,.05934646,.045465767,.024759389,.48712021,.097796403,.1194936,.44564161,1,0,0,0,1,0
CA 30,6037,38300,140.20302,16.686703,53.991085,73.50666,128.27405,128.27405,174.5704,-200,10.138655,19.66391,73.368935,121.20267,121.20267,87.023788,-200,175.59349,129.27951,182.88211,195.71703,195.71703,-200,-200,.075791627,-.87133348,-2.6465535,-29.628811,3.4480035,3.4480028,31.451794,25.087652,3.4480035,3.4480035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.513176,64.513176,0,0,0,0,0,-64.513176,-64.513176,0,0,0,0,0,-.0011028677,0,0,0,0,0,0,.0011028677,0,0,0,0,0,0,0,0,0,0,.000011026859,0,0,.9906485278676075,1.274712325727873,0,0,0,0,0,0,0,1,.16617981,34.167992,.47524124,.33761218,.34285715,.50583696,.51064706,.36236176,.14781679,.15556417,.16733465,.14199916,.095971487,.05934646,.045465767,.024759389,.48712021,.097796403,.1194936,.44564161,1,0,0,0,1,0
CA 29,6037,38300,46.330887,9.9156876,12.637104,4.2384257,16.184925,16.184925,-52.010471,-85.995407,26.33074,19.321012,33.092014,34.735359,34.735359,-27.378643,-46.453186,191.4191,66.7528,89.487427,191.75487,191.75487,190.23579,189.65875,.075791627,-2.8293462,-4.648912,-6.86343,-1.7639846,-1.7639846,-5.7458134,-4.5558066,-1.7639846,-1.7639846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.00063180923,0,0,0,0,0,0,-.00062878244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.9906485278676075,1.274712325727873,0,0,0,0,0,0,0,1,.16617981,34.167992,.47524124,.33761218,.34285715,.50583696,.51064706,.36236176,.14781679,.15556417,.16733465,.14199916,.095971487,.05934646,.045465767,.024759389,.48712021,.097796403,.1194936,.44564161,1,0,0,0,1,0
CA 38,6037,38300,21.335445,-31.174623,-15.325743,-2.0179679,13.203213,13.203228,-200,-200,8.0518436,12.311414,23.306461,34.030373,34.030365,-16.007496,17.017584,-1.8162016,58.685024,84.844429,65.601646,65.601685,25.283262,127.09173,.075791627,-26.976648,-2.3075566,-26.976648,-.431633,-.431633,6.8773775,-4.1744857,-.431633,-.431633,0,0,0,0,0,0,0,0,0,-100,-100,-100,0,0,31.315044,-13.134358,100,100,100,0,0,-31.315037,13.13436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.094221711,0,0,.9906485278676075,1.274712325727873,0,0,0,0,0,0,0,1,.16617981,34.167992,.47524124,.33761218,.34285715,.50583696,.51064706,.36236176,.14781679,.15556417,.16733465,.14199916,.095971487,.05934646,.045465767,.024759389,.48712021,.097796403,.1194936,.44564161,1,0,0,0,1,0
CA 37,6037,38300,123.21095,-10.751446,34.261189,139.54015,56.049953,56.049973,-200,-200,25.270298,7.9786205,113.23848,89.473015,89.47303,-200,-200,54.560352,76.135979,148.34319,196.17365,196.17365,-200,-200,.075791627,-2.9119194,-24.107943,-23.709061,1.2569711,1.2569711,.8754462,-1.6336157,1.2569711,1.2569711,0,0,0,0,0,0,0,0,0,-100,-100,0,-100,-100,-100,-100,100,100,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,100,0,0,0,0,0,0,0,0,0,0,.9906485278676075,1.274712325727873,0,0,0,0,0,0,0,1,.16617981,34.167992,.47524124,.33761218,.34285715,.50583696,.51064706,.36236176,.14781679,.15556417,.16733465,.14199916,.095971487,.05934646,.045465767,.024759389,.48712021,.097796403,.1194936,.44564161,1,0,0,0,1,0
