congressionaldistrict,cty_fips,czone,dhs2_tot_cont_2002_2010,dhs2_cont_tcile1_2002_2004,dhs2_cont_tcile1_2002_2006,dhs2_cont_tcile1_2002_2008,dhs2_cont_tcile1_2002_2010,dhs2_cont_tcile1_2002_2012,dhs2_cont_tcile1_2002_2014,dhs2_cont_tcile1_2002_2016,dhs2_cont_tcile2_2002_2004,dhs2_cont_tcile2_2002_2006,dhs2_cont_tcile2_2002_2008,dhs2_cont_tcile2_2002_2010,dhs2_cont_tcile2_2002_2012,dhs2_cont_tcile2_2002_2014,dhs2_cont_tcile2_2002_2016,dhs2_cont_tcile3_2002_2004,dhs2_cont_tcile3_2002_2006,dhs2_cont_tcile3_2002_2008,dhs2_cont_tcile3_2002_2010,dhs2_cont_tcile3_2002_2012,dhs2_cont_tcile3_2002_2014,dhs2_cont_tcile3_2002_2016,d2_turnout_2002_2010,d2_shnr_2002_2004,d2_shnr_2002_2006,d2_shnr_2002_2008,d2_shnr_2002_2010,d2_shnr_2002_2012,d2_shnr_2002_2014,d2_shnr_2002_2016,d2_shnr_distr_2002_2010,d2_shnr_solidd_2002_2010,d2_shnr_solidr_2002_2010,d2_shnr_competitive_2002_2010,d2_rwin_2002_2004,d2_rwin_2002_2006,d2_rwin_2002_2008,d2_rwin_2002_2010,d2_rwin_2002_2012,d2_rwin_2002_2014,d2_rwin_2002_2016,d2_cfavg_demlib_2002_2004,d2_cfavg_demlib_2002_2006,d2_cfavg_demlib_2002_2008,d2_cfavg_demlib_2002_2010,d2_cfavg_demlib_2002_2012,d2_cfavg_demlib_2002_2014,d2_cfavg_demlib_2002_2016,d2_cfavg_demmod_2002_2004,d2_cfavg_demmod_2002_2006,d2_cfavg_demmod_2002_2008,d2_cfavg_demmod_2002_2010,d2_cfavg_demmod_2002_2012,d2_cfavg_demmod_2002_2014,d2_cfavg_demmod_2002_2016,d2_cfavg_repmod_2002_2004,d2_cfavg_repmod_2002_2006,d2_cfavg_repmod_2002_2008,d2_cfavg_repmod_2002_2010,d2_cfavg_repmod_2002_2012,d2_cfavg_repmod_2002_2014,d2_cfavg_repmod_2002_2016,d2_cfavg_repcon_2002_2004,d2_cfavg_repcon_2002_2006,d2_cfavg_repcon_2002_2008,d2_cfavg_repcon_2002_2010,d2_cfavg_repcon_2002_2012,d2_cfavg_repcon_2002_2014,d2_cfavg_repcon_2002_2016,d2_nominate_demlib_2002_2010,d2_nominate_demmod_2002_2010,d2_nominate_repmod_2002_2010,d2_nominate_repcon_2002_2010,d2_teaparty_2002_2010,d_party_2002_2004,d_party_2004_2006,d_party_2006_2008,d_party_2008_2010,d_party_2010_2012,d_party_2012_2014,d_party_2014_2016,d_imp_usch_pd,d_imp_otch_lag_pd,reg_midatl,reg_encen,reg_wncen,reg_satl,reg_escen,reg_wscen,reg_mount,reg_pacif,l_shind_manuf_cbp,l_sh_routine33,l_task_outsource,shnr_pres2000,shnr_pres1996,l_sh_pop_f,l_sh_pop_edu_c,l_sh_fborn,l_sh_pop_age_1019,l_sh_pop_age_2029,l_sh_pop_age_3039,l_sh_pop_age_4049,l_sh_pop_age_5059,l_sh_pop_age_6069,l_sh_pop_age_7079,l_sh_pop_age_8000,l_sh_pop_white,l_sh_pop_black,l_sh_pop_asian,l_sh_pop_hispanic,sh_district_2002,majority_white,redistrict_2004,redistrict_2006,redistrict_2012,redistrict_2016
MS 3,28099,10400,-141.86131,-193.15164,-195.34706,-161.97702,-198.89548,-198.89548,-197.46915,-199.22974,-94.300972,-82.624512,-131.82993,-158.29645,-158.29645,-192.79698,-195.08728,-147.79314,-115.91882,41.34296,-114.84177,-114.84177,-112.58206,-167.73351,,24.344618,24.344618,-5.0158739,.65995455,.65995455,-18.978071,-20.723129,3.9013088,0,.65995455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.881509127553793,2.992350506870636,0,0,0,0,1,0,0,0,.26536402,31.13229,-.91357261,.714329,.632052,.52318364,.36023623,.0077046435,.15552224,.12920095,.134012,.13554595,.10678427,.079242781,.065123416,.039150745,.65499932,.19334821,.0019174452,.011574397,.03931272,1,0,0,1,0
MS 3,28101,10400,-141.86131,-193.15164,-195.34706,-161.97702,-198.89548,-198.89548,-197.46915,-199.22974,-94.300972,-82.624512,-131.82993,-158.29645,-158.29645,-192.79698,-195.08728,-147.79314,-115.91882,41.34296,-114.84177,-114.84177,-112.58206,-167.73351,,22.466326,22.466326,-9.3881369,-6.2069178,-6.2069178,-28.946144,-30.774004,3.9013088,0,-6.2069178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.881509127553793,2.992350506870636,0,0,0,0,1,0,0,0,.26536402,31.13229,-.91357261,.72065634,.66127294,.51969045,.39537436,.0049455077,.15834783,.1335745,.12739262,.13265868,.1080685,.08398205,.069832399,.040021978,.6501053,.30369082,.0017858779,.0090667643,.030800026,1,0,0,1,0
MS 3,28103,10501,-141.86131,-193.15164,-195.34706,-161.97702,-198.89548,-198.89548,-197.46915,-199.22974,-94.300972,-82.624512,-131.82993,-158.29645,-158.29645,-192.79698,-195.08728,-147.79314,-115.91882,41.34296,-114.84177,-114.84177,-112.58206,-167.73351,,65.063652,65.063652,-8.4672155,-4.9363494,-4.9363494,-73.311111,-73.419807,3.9013088,0,-4.9363494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.045526665012429,2.224646250328166,0,0,0,0,1,0,0,0,.27986848,30.306355,-.60914457,.3113845,.31479341,.52486455,.27776289,.0095632775,.17827542,.13006057,.12870577,.13922538,.093481034,.072521515,.057060886,.036260758,.29486769,.69301879,.0011157156,.01123685,.016610928,0,0,0,1,0
MS 3,28105,10502,-141.86131,-193.15164,-195.34706,-161.97702,-198.89548,-198.89548,-200,-200,-94.300972,-82.624512,-131.82993,-158.29645,-158.29645,-194.42662,-195.58386,-147.79314,-115.91882,41.34296,-114.84177,-114.84177,-115.17488,-149.60542,,40.213074,40.213074,-6.6633282,-2.9876053,-2.9876053,-36.139565,-40.919376,3.9013088,0,-2.9876053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.762705580578309,4.163002225196667,0,0,0,0,1,0,0,0,.36864659,30.110901,-.28005892,.55263156,.50908333,.50013983,.58235294,.033121999,.17481703,.29164141,.11339798,.11069414,.080275975,.054472987,.038832687,.021350985,.58661598,.37431821,.025313506,.01074542,.06470374,1,0,0,1,0
MS 1,28107,4702,173.72601,199.5825,199.91592,199.99977,199.99939,199.99939,199.99896,199.99889,14.770097,49.617096,144.31715,155.04771,155.04771,126.52898,113.91881,54.593296,88.957855,172.67844,170.95853,170.95853,169.55869,169.40631,,35.555214,-8.387166,-30.227243,-22.136364,-22.136364,-64.304337,-21.49843,-17.16888,0,0,-22.136364,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,-100,100,0,0,0,1,1,1,0,0,1.808447621463999,2.218872318963395,0,0,0,0,1,0,0,0,.22159666,31.540304,-.51580882,.4797985,.40627319,.5212698,.33946195,.006477213,.17205462,.1332497,.13777207,.13596313,.10337282,.075246543,.053655833,.031510767,.50481415,.48360273,.0018381281,.011203828,.046369396,1,0,0,1,0
MS 4,28109,2700,147.05411,2.4221582,63.051147,63.684547,168.96616,168.96616,168.37738,168.07214,-7.0126443,2.1457217,25.510338,105.43832,105.43832,100.25423,79.60141,13.362076,-4.7708645,2.8900318,163.24554,163.24554,158.14346,149.36391,,13.431647,-6.3985882,6.4206929,35.193108,35.193108,38.612427,38.604248,30.563713,0,0,35.193108,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,100,0,0,0,1,0,0,0,.2556251276029968,6.631585481353042,0,0,0,0,1,0,0,0,.15209214,27.561161,-.84289765,.71515828,.62665933,.51448965,.4340013,.012402048,.1569692,.12122334,.13747147,.14401184,.12221057,.088521421,.057876226,.026511177,.85551512,.12184036,.002694309,.01410913,.068001486,1,0,0,1,0
MS 4,28111,2900,147.05411,2.4221582,63.051147,63.684547,168.96616,168.96616,168.37738,168.07214,-7.0126443,2.1457217,25.510338,105.43832,105.43832,100.25423,79.60141,13.362076,-4.7708645,2.8900318,163.24554,163.24554,158.14346,149.36391,,13.651401,.043550134,5.7077765,35.903522,35.903519,38.882439,38.414532,30.563713,0,0,35.903522,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,100,0,0,0,1,0,0,0,.6695135101308267,1.355210491930352,0,0,0,0,1,0,0,0,.17986332,29.928881,-.76975709,.70192111,.6065259,.51136923,.33891892,.0045312243,.15801615,.13651343,.13692535,.14277476,.11080903,.081891581,.048854835,.02488054,.7616576,.22590213,.0011534025,.010051079,.016571952,1,0,0,1,0
MS 3,28113,3101,-141.86131,-193.15164,-195.34706,-161.97702,-198.89548,-198.89548,-197.46915,-199.22974,-94.300972,-82.624512,-131.82993,-158.29645,-158.29645,-192.79698,-195.08728,-147.79314,-115.91882,41.34296,-114.84177,-114.84177,-112.58206,-167.73351,,51.87484,51.87484,.19520819,10.693577,10.69358,-30.808464,-35.455032,3.9013088,0,10.693577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.8419086986237723,1.328573920917203,0,0,0,0,1,0,0,0,.31066075,26.248735,-1.2230165,.53281426,.46159565,.53189522,.38257593,.0092449924,.15860298,.12483308,.12799178,.14252697,.10826913,.080405749,.065202877,.038032871,.51245505,.47526965,.0032614279,.0072932718,.053773031,1,0,0,1,0
MS 1,28115,5000,173.72601,199.5825,199.91592,199.99977,199.99939,199.99939,199.99931,199.99933,14.770097,49.617096,144.31715,155.04771,155.04771,146.44511,148.47917,54.593296,88.957855,172.67844,170.95853,170.95853,168.45872,178.31358,,16.997225,-3.9765596,-36.284199,-14.467305,-14.467305,-8.3333549,-4.1843119,-17.16888,0,0,-14.467305,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,-100,100,0,0,0,1,1,0,0,0,3.21784219833614,4.498561043963281,0,0,0,0,1,0,0,0,.43688333,32.70536,-.34476507,.7043125,.62285906,.51418096,.32876712,.011337275,.15400733,.1264312,.15363316,.14046247,.10809699,.074983165,.058220461,.034610491,.84400958,.13975155,.00097283546,.017997455,.037088998,1,0,0,1,0
MS 1,28117,5100,173.72601,199.5825,199.91592,199.99977,199.99939,199.99939,199.99931,199.99933,14.770097,49.617096,144.31715,155.04771,155.04771,146.44511,148.47917,54.593296,88.957855,172.67844,170.95853,170.95853,168.45872,178.31358,,20.372974,-9.7372894,-58.201717,-39.218601,-39.218601,-35.177567,-21.819977,-17.16888,0,0,-39.218601,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,-100,100,0,0,0,1,1,0,0,0,2.220276300061174,5.039393301797691,0,0,0,0,1,0,0,0,.37440491,31.672972,-.66149884,.60815048,.53216118,.51518238,.33579496,.0035216778,.15538426,.13675849,.13859759,.13190641,.11445453,.084324621,.062920645,.037721083,.8585068,.12944123,.0015651901,.0068868366,.036742087,1,0,0,1,0
MS 2,28119,4702,100.99932,20.034452,92.884674,100.6742,94.510216,94.510216,-96.369896,-155.31082,33.018692,104.31116,130.53499,120.98707,120.98707,51.826443,14.2925,65.254501,91.410706,64.727875,53.971481,53.971481,-43.985443,-62.156303,,.086912513,-.54566562,-5.1248608,-1.2504846,-1.2504846,-28.384796,-3.9325893,-5.6925416,-1.2504846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.808447621463999,2.218872318963395,0,0,0,0,1,0,0,0,.22159666,31.540304,-.51580882,.37832931,.33899364,.53632498,.30104977,.0019768707,.17544727,.12869428,.12582782,.12829891,.094494417,.075911835,.059998024,.037461698,.30473462,.68617177,.00168034,.0054363944,.013708265,0,0,0,1,0
MS 3,28121,3003,-141.86131,-193.15164,-195.34706,-161.97702,-198.89548,-198.89548,-197.46915,-199.22974,-94.300972,-82.624512,-131.82993,-158.29645,-158.29645,-192.79698,-195.08728,-147.79314,-115.91882,41.34296,-114.84177,-114.84177,-112.58206,-167.73351,,20.567108,20.567108,-.28218031,6.8536701,6.8536701,-8.9277802,-11.760611,3.9013088,0,6.8536701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.499347919066194,.839194144548209,0,0,0,0,1,0,0,0,.14020512,33.608932,-.18371701,.80379683,.74050361,.51133734,.54419446,.015685832,.14692137,.14040944,.16525185,.15649414,.1171018,.071301602,.043207575,.019544426,.81030464,.17119148,.0066159703,.013179914,.16320996,1,0,0,1,0
MS 3,28123,3003,-141.86131,-193.15164,-195.34706,-161.97702,-198.89548,-198.89548,-197.46915,-199.22974,-94.300972,-82.624512,-131.82993,-158.29645,-158.29645,-192.79698,-195.08728,-147.79314,-115.91882,41.34296,-114.84177,-114.84177,-112.58206,-167.73351,,34.033169,34.033169,-9.5758553,-3.3386707,-3.3386707,-33.960377,-37.572903,3.9013088,0,-3.3386707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.499347919066194,.839194144548209,0,0,0,0,1,0,0,0,.14020512,33.608932,-.18371701,.61219561,.55955178,.51447773,.29989713,.04236006,.16106674,.13292052,.13851458,.13854976,.10734265,.077402107,.055342503,.033881012,.57200158,.38884002,.0017591388,.058403406,.038758833,1,0,0,1,0
MS 2,28125,4800,100.99932,20.034452,92.884674,100.6742,94.510216,94.510216,-96.369896,-155.31082,33.018692,104.31116,130.53499,120.98707,120.98707,51.826443,14.2925,65.254501,91.410706,64.727875,53.971481,53.971481,-43.985443,-62.156303,,-2.4319916,-14.713806,-16.36557,-9.0961161,-9.0961161,-35.483856,-11.456945,-5.6925416,-9.0961161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.4595290644694423,1.517496246297735,0,0,0,0,1,0,0,0,.24779822,28.911221,-.58589458,.38634229,.36649713,.52993917,.31803456,.0037993921,.18525836,.12887537,.11550152,.14772037,.097720362,.062006079,.049088147,.036778115,.29361701,.69316107,.0027355624,.013069909,.0087848464,0,0,0,1,0
MS 3,28127,3003,-141.86131,-193.15164,-195.34706,-161.97702,-198.89548,-198.89548,-197.46915,-199.22974,-94.300972,-82.624512,-131.82993,-158.29645,-158.29645,-192.79698,-195.08728,-147.79314,-115.91882,41.34296,-114.84177,-114.84177,-112.58206,-167.73351,,42.671055,42.671055,3.8349211,10.725612,10.725612,-20.443804,-19.420094,3.9013088,0,10.725612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.499347919066194,.839194144548209,0,0,0,0,1,0,0,0,.14020512,33.608932,-.18371701,.65959811,.60981131,.51434565,.33476171,.0093346359,.15651797,.13180651,.13488187,.14247982,.11020659,.08184088,.058287203,.034154635,.6438728,.34313831,.0014472303,.011505482,.038046416,1,0,0,1,0
MS 3,28129,2800,-141.86131,-193.15164,-195.34706,-161.97702,-198.89548,-198.89548,-197.46915,-199.22974,-94.300972,-82.624512,-131.82993,-158.29645,-158.29645,-192.79698,-195.08728,-147.79314,-115.91882,41.34296,-114.84177,-114.84177,-112.58206,-167.73351,,26.634424,26.634424,-.96527934,4.8836589,4.8836589,-16.155052,-14.519739,3.9013088,0,4.8836589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.868982795571892,3.24499342145354,0,0,0,0,1,0,0,0,.38098773,28.014601,-1.1165934,.74911553,.64465272,.51149428,.32460579,.0047583734,.15659374,.1239649,.13465579,.13780744,.11315041,.0904091,.060252134,.035718698,.76109254,.23105921,.00098875293,.0059325178,.022405747,1,0,0,1,0
MS 4,28131,2700,147.05411,2.4221582,63.051147,63.684547,168.96616,168.96616,168.37738,168.07214,-7.0126443,2.1457217,25.510338,105.43832,105.43832,100.25423,79.60141,13.362076,-4.7708645,2.8900318,163.24554,163.24554,158.14346,149.36391,,11.6097,-1.0414705,1.8114269,30.658854,30.658855,34.974747,33.440594,30.563713,0,0,30.658854,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,100,0,0,0,1,0,0,0,.2556251276029968,6.631585481353042,0,0,0,0,1,0,0,0,.15209214,27.561161,-.84289765,.68826365,.596008,.50447804,.44623396,.009763618,.16943181,.14043459,.13735135,.14072824,.11129056,.079797387,.051167231,.024739392,.79415649,.19182205,.0016150345,.012479812,.019082157,1,0,0,1,0
MS 2,28133,4800,100.99932,20.034452,92.884674,100.6742,94.510216,94.510216,-96.369896,-155.31082,33.018692,104.31116,130.53499,120.98707,120.98707,51.826443,14.2925,65.254501,91.410706,64.727875,53.971481,53.971481,-43.985443,-62.156303,,-6.0124102,-10.506845,-17.640221,-6.5596104,-6.5596104,-30.456263,-7.6454072,-5.6925416,-6.5596104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.4595290644694423,1.517496246297735,0,0,0,0,1,0,0,0,.24779822,28.911221,-.58589458,.40350699,.37102327,.46317905,.33730477,.0064011174,.17696179,.17306294,.15100817,.14201751,.084785707,.053012889,.043032967,.029619716,.28883588,.69859469,.0039861505,.013035002,.049363703,0,0,0,1,0
MS 2,28135,4702,100.99932,20.034452,92.884674,100.6742,94.510216,94.510216,-96.369896,-155.31082,33.018692,104.31116,130.53499,120.98707,120.98707,51.826443,14.2925,65.254501,91.410706,64.727875,53.971481,53.971481,-43.985443,-62.156303,,4.2990208,-1.739648,-1.7041534,7.3584261,7.3584261,-25.552555,6.0763717,-5.6925416,7.3584261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.808447621463999,2.218872318963395,0,0,0,0,1,0,0,0,.22159666,31.540304,-.51580882,.44395071,.35921818,.53251022,.30159259,.0052338457,.17620613,.1260149,.12910153,.13413407,.103402,.076092064,.061061531,.036502719,.39616185,.59430987,.0036234315,.0091927797,.020775594,0,0,0,1,0
MS 1,28137,5202,173.72601,199.5825,199.91592,199.99977,199.99939,199.99939,199.99931,199.99933,14.770097,49.617096,144.31715,155.04771,155.04771,146.44511,148.47917,54.593296,88.957855,172.67844,170.95853,170.95853,168.45872,178.31358,,27.870869,-7.9350414,-21.831726,-13.323921,-13.323921,-3.9142966,-6.0903606,-17.16888,0,0,-13.323921,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,-100,100,0,0,0,1,1,0,0,0,.315313769937407,.8833512825525851,0,0,0,0,1,0,0,0,.11797154,33.794201,-.11893347,.59939271,.53622729,.5162791,.39165586,.0018131651,.17414269,.1320063,.13937722,.14260939,.11273158,.075088687,.051005125,.029956643,.67839968,.31020892,.00098541589,.0087899091,.035461769,1,0,0,1,0
MS 1,28139,5201,173.72601,199.5825,199.91592,199.99977,199.99939,199.99939,199.99931,199.99933,14.770097,49.617096,144.31715,155.04771,155.04771,146.44511,148.47917,54.593296,88.957855,172.67844,170.95853,170.95853,168.45872,178.31358,,20.694578,-8.9373112,-37.360832,-18.416388,-18.416388,-11.375677,-10.659307,-17.16888,0,0,-18.416388,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,-100,100,0,0,0,1,1,0,0,0,3.969300396873518,4.662201139560873,0,0,0,0,1,0,0,0,.50073236,32.724037,-.4795897,.64916372,.52057844,.51632571,.29652578,.019062711,.14904447,.13487948,.14285028,.13656007,.1116393,.087102659,.063670412,.041726686,.81849611,.15922405,.0010563718,.020839335,.029937997,1,0,0,1,0
MS 1,28141,5100,173.72601,199.5825,199.91592,199.99977,199.99939,199.99939,199.99931,199.99933,14.770097,49.617096,144.31715,155.04771,155.04771,146.44511,148.47917,54.593296,88.957855,172.67844,170.95853,170.95853,168.45872,178.31358,,26.231993,-11.875486,-32.158253,-10.326111,-10.326111,-3.0889392,4.1989565,-17.16888,0,0,-10.326111,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,-100,100,0,0,0,1,1,0,0,0,2.220276300061174,5.039393301797691,0,0,0,0,1,0,0,0,.37440491,31.672972,-.66149884,.60006106,.50524437,.5188123,.28660741,.0099671241,.12920733,.11485676,.14267077,.1377133,.12623285,.10108021,.077493086,.043677922,.94932944,.031101601,.00078275846,.017899076,.028220683,1,0,0,1,0
MS 2,28143,5202,100.99932,20.034452,92.884674,100.6742,94.510216,94.510216,-96.369896,-155.31082,33.018692,104.31116,130.53499,120.98707,120.98707,51.826443,14.2925,65.254501,91.410706,64.727875,53.971481,53.971481,-43.985443,-62.156303,,-5.4006577,-3.9764376,-9.3089018,-6.226234,-6.226234,-25.122093,-3.2489643,-5.6925416,-6.226234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.315313769937407,.8833512825525851,0,0,0,0,1,0,0,0,.11797154,33.794201,-.11893347,.33972797,.30601037,.523247,.3036291,.0086702071,.17763087,.14490083,.1329793,.14045735,.1005744,.06069145,.048228025,.025793865,.27538744,.70152813,.004226726,.025251977,.012600446,0,0,0,1,0
MS 1,28145,5201,173.72601,199.5825,199.91592,199.99977,199.99939,199.99939,199.99931,199.99933,14.770097,49.617096,144.31715,155.04771,155.04771,146.44511,148.47917,54.593296,88.957855,172.67844,170.95853,170.95853,168.45872,178.31358,,17.740995,-8.7956133,-40.751141,-15.457553,-15.457553,-7.4914274,-4.0684996,-17.16888,0,0,-15.457553,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,-100,100,0,0,0,1,1,0,0,0,3.969300396873518,4.662201139560873,0,0,0,0,1,0,0,0,.50073236,32.724037,-.4795897,.66298175,.56885427,.51592934,.34747559,.017703651,.13855374,.13634571,.14304866,.13614857,.11300371,.083510764,.063441366,.039271351,.83416134,.14947559,.0020108824,.016284205,.036000345,1,0,0,1,0
MS 3,28147,3101,-141.86131,-193.15164,-195.34706,-161.97702,-198.89548,-198.89548,-197.46947,-199.23006,-94.300972,-82.624512,-131.82993,-158.29645,-158.29645,-192.79504,-195.08765,-147.79314,-115.91882,41.34296,-114.84177,-114.84177,-112.5839,-167.73433,,48.645103,48.645103,2.4912596,10.567797,10.567797,-26.694948,-25.574667,3.9013088,0,10.567797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.8419086986237723,1.328573920917203,0,0,0,0,1,0,0,0,.31066075,26.248735,-1.2230165,.59601778,.49988958,.52223539,.32927611,.005080496,.16448931,.12721035,.1239773,.13473211,.11150699,.084125102,.064067036,.038928479,.54612035,.44088149,.0024412775,.013262074,.020728802,1,0,0,1,0
MS 2,28149,3203,100.99932,20.034452,92.884674,100.6742,94.510216,94.510216,-96.369896,-155.31082,33.018692,104.31116,130.53499,120.98707,120.98707,51.826443,14.2925,65.254501,91.410706,64.727875,53.971481,53.971481,-43.985443,-62.156303,,-3.4571767,-10.21235,-15.846875,-5.0471187,-5.0471187,-53.966461,-7.9876719,-5.6925416,-5.0471187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2938048814834922,.9346179734202131,0,0,0,0,1,0,0,0,.24303588,28.074465,-.76271033,.59272397,.51349026,.5311619,.50518495,.012025623,.15746112,.12617838,.13772057,.15655467,.10990251,.071025699,.050721135,.033397794,.54967368,.43185481,.0061840303,.010353719,.070685238,1,0,0,1,0
MS 2,28151,4800,100.99932,20.034452,92.884674,100.6742,94.510216,94.510216,-96.369896,-155.31082,33.018692,104.31116,130.53499,120.98707,120.98707,51.826443,14.2925,65.254501,91.410706,64.727875,53.971481,53.971481,-43.985443,-62.156303,,-6.2270193,-13.551805,-19.506845,-10.03002,-10.03002,-36.661404,-10.361749,-5.6925416,-10.03002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.4595290644694423,1.517496246297735,0,0,0,0,1,0,0,0,.24779822,28.911221,-.58589458,.41456121,.40213671,.53265476,.37816131,.0084157707,.17460343,.13323912,.12661766,.14203598,.099528402,.067008592,.050780445,.032678597,.33969545,.64574367,.0052717659,.0084316498,.085963577,0,0,0,1,0
MS 4,28153,2800,147.05411,2.4221582,63.051147,63.684547,168.96616,168.96616,168.37738,168.07214,-7.0126443,2.1457217,25.510338,105.43832,105.43832,100.25423,79.60141,13.362076,-4.7708645,2.8900318,163.24554,163.24554,158.14346,149.36391,,11.727751,1.4911041,5.8215065,37.422306,37.422306,43.118202,41.08345,30.563713,0,0,37.422306,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,100,0,0,0,1,0,0,0,1.868982795571892,3.24499342145354,0,0,0,0,1,0,0,0,.38098773,28.014601,-1.1165934,.60859889,.54830867,.52229452,.29892522,.0032522625,.16581824,.12914781,.13414404,.14154412,.10935143,.080128208,.052271869,.029081825,.61293364,.38013762,.0015082957,.006315988,.028747693,1,0,0,1,0
